TripID,TripDuration,TripDistance,StartTime,EndTime,StartCenterlineID,StartCenterlineType,EndCenterlineID,EndCenterlineType,ObjectId
9316,20,19,2019-05-18T03:00:00.000Z,2019-05-18T03:00:00.000Z,12779,street,12779,street,8758
9171,1538,3107,2019-05-18T01:30:00.000Z,2019-05-18T02:00:00.000Z,,trail,,trail,8759
9158,1390,1581,2019-05-18T01:30:00.000Z,2019-05-18T02:00:00.000Z,15307,street,21517,street,8760
9291,480,6,2019-05-18T03:00:00.000Z,2019-05-18T03:00:00.000Z,11506,street,11506,street,8761
9174,148,88,2019-05-18T01:30:00.000Z,2019-05-18T01:30:00.000Z,14954,street,18343,street,8762
9162,257,1158,2019-05-18T01:30:00.000Z,2019-05-18T01:30:00.000Z,16662,street,16701,street,8763
9297,1316,2301,2019-05-18T03:00:00.000Z,2019-05-18T03:30:00.000Z,21503,street,15756,street,8764
9184,1287,2338,2019-05-18T01:30:00.000Z,2019-05-18T02:00:00.000Z,,trail,21225,street,8765
9166,224,858,2019-05-18T01:30:00.000Z,2019-05-18T01:30:00.000Z,25118,street,20502,street,8766
9276,114,55,2019-05-18T03:00:00.000Z,2019-05-18T03:00:00.000Z,15858,street,15858,street,8767
9185,1253,1852,2019-05-18T01:30:00.000Z,2019-05-18T02:00:00.000Z,19356,street,20109,street,8768
9167,148,475,2019-05-18T01:30:00.000Z,2019-05-18T01:30:00.000Z,18553,street,14830,street,8769
9282,691,2105,2019-05-18T03:00:00.000Z,2019-05-18T03:00:00.000Z,20109,street,18754,street,8770
9101,1536,2647,2019-05-18T01:30:00.000Z,2019-05-18T01:30:00.000Z,14568,street,14568,street,8771
9172,86,308,2019-05-18T01:30:00.000Z,2019-05-18T01:30:00.000Z,14830,street,14827,street,8772
9295,926,2088,2019-05-18T03:00:00.000Z,2019-05-18T03:00:00.000Z,,trail,,trail,8773
9110,827,2845,2019-05-18T01:30:00.000Z,2019-05-18T01:30:00.000Z,22778,street,15081,street,8774
9178,695,2223,2019-05-18T01:30:00.000Z,2019-05-18T02:00:00.000Z,,trail,16595,street,8775
9296,1014,1989,2019-05-18T03:00:00.000Z,2019-05-18T03:00:00.000Z,17740,street,17615,street,8776
9136,1857,2976,2019-05-18T01:30:00.000Z,2019-05-18T02:00:00.000Z,15092,street,15092,street,8777
9111,678,1358,2019-05-18T01:30:00.000Z,2019-05-18T01:30:00.000Z,15307,street,15756,street,8778
9153,1408,1869,2019-05-18T01:30:00.000Z,2019-05-18T02:00:00.000Z,15086,street,15109,street,8779
9118,2608,4221,2019-05-18T01:30:00.000Z,2019-05-18T02:00:00.000Z,15092,street,17543,street,8780
9196,13,15,2019-05-18T02:00:00.000Z,2019-05-18T02:00:00.000Z,25604,street,25604,street,8781
9137,960,3653,2019-05-18T01:30:00.000Z,2019-05-18T01:30:00.000Z,10433,street,18758,street,8782
9217,1248,2025,2019-05-18T02:00:00.000Z,2019-05-18T02:30:00.000Z,,trail,,trail,8783
9155,2449,3319,2019-05-18T01:30:00.000Z,2019-05-18T02:00:00.000Z,14877,street,14877,street,8784
9225,275,558,2019-05-18T02:00:00.000Z,2019-05-18T02:00:00.000Z,,trail,,trail,8785
9164,1600,2535,2019-05-18T01:30:00.000Z,2019-05-18T02:00:00.000Z,17961,street,11929,street,8786
41724,199,661,2019-05-18T02:00:00.000Z,2019-05-18T02:00:00.000Z,22822,street,17661,street,8787
9170,209,627,2019-05-18T01:30:00.000Z,2019-05-18T01:30:00.000Z,22774,street,,trail,8788
9189,1630,3233,2019-05-18T02:00:00.000Z,2019-05-18T02:00:00.000Z,,trail,21223,street,8789
9105,234,130,2019-05-18T01:30:00.000Z,2019-05-18T01:30:00.000Z,15757,street,21514,street,8790
9191,492,1934,2019-05-18T02:00:00.000Z,2019-05-18T02:00:00.000Z,16214,street,20979,street,8791
9108,186,644,2019-05-18T01:30:00.000Z,2019-05-18T01:30:00.000Z,25195,street,16214,street,8792
9192,405,1235,2019-05-18T02:00:00.000Z,2019-05-18T02:00:00.000Z,11305,street,16854,street,8793
9112,1963,1129,2019-05-18T01:30:00.000Z,2019-05-18T02:00:00.000Z,11680,street,16257,street,8794
9195,285,854,2019-05-18T02:00:00.000Z,2019-05-18T02:00:00.000Z,16633,street,16603,street,8795
9113,223,808,2019-05-18T01:30:00.000Z,2019-05-18T01:30:00.000Z,15823,street,24486,street,8796
9213,281,298,2019-05-18T02:00:00.000Z,2019-05-18T02:00:00.000Z,20102,street,15756,street,8797
9215,546,2000,2019-05-18T02:00:00.000Z,2019-05-18T02:00:00.000Z,18706,street,20422,street,8798
9234,452,885,2019-05-18T02:00:00.000Z,2019-05-18T02:30:00.000Z,22726,street,17979,street,8799
41723,213,28,2019-05-18T02:00:00.000Z,2019-05-18T02:00:00.000Z,16764,street,22822,street,8800
9552,351,833,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,16701,street,16911,street,8801
9770,1367,3106,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,,trail,17051,street,8802
9780,450,1208,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,21649,street,15051,street,8803
9554,168,524,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,17826,street,16798,street,8804
9798,555,1894,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,20933,street,,trail,8805
9536,2329,4100,2019-05-18T15:30:00.000Z,2019-05-18T16:00:00.000Z,18754,street,20817,street,8806
9799,337,552,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,16106,street,16771,street,8807
9541,354,143,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,23170,street,23170,street,8808
9804,975,3192,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,16713,street,16589,street,8809
9543,458,1317,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,16661,street,15558,street,8810
9746,599,1314,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,16838,street,15555,street,8811
9711,118,64,2019-05-18T17:00:00.000Z,2019-05-18T17:00:00.000Z,,trail,22633,street,8812
9550,357,866,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,23170,street,,trail,8813
9753,476,1255,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,15566,street,15555,street,8814
9504,1092,4817,2019-05-18T14:30:00.000Z,2019-05-18T15:00:00.000Z,17613,street,17874,street,8815
9713,3378,8558,2019-05-18T17:00:00.000Z,2019-05-18T18:00:00.000Z,25181,street,18375,street,8816
9669,558,1441,2019-05-18T16:30:00.000Z,2019-05-18T17:00:00.000Z,16632,street,15555,street,8817
9760,586,224,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,17361,street,17361,street,8818
9553,356,514,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,17239,street,17869,street,8819
9784,152,288,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,11756,street,11726,street,8820
9505,1087,5065,2019-05-18T14:30:00.000Z,2019-05-18T15:00:00.000Z,17613,street,17874,street,8821
9717,760,3604,2019-05-18T17:00:00.000Z,2019-05-18T17:30:00.000Z,16504,street,15411,street,8822
9765,1463,3499,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,17346,street,16615,street,8823
9670,2198,3850,2019-05-18T16:30:00.000Z,2019-05-18T17:00:00.000Z,25442,street,19557,street,8824
9555,436,1277,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,18754,street,17255,street,8825
9827,399,1354,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,21736,street,15033,street,8826
9800,2802,82,2019-05-18T17:30:00.000Z,2019-05-18T18:30:00.000Z,20039,street,25697,street,8827
9508,369,1400,2019-05-18T14:30:00.000Z,2019-05-18T14:30:00.000Z,11506,street,19120,street,8828
9720,1451,2249,2019-05-18T17:00:00.000Z,2019-05-18T17:30:00.000Z,17420,street,18609,street,8829
9772,147,156,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,17347,street,,trail,8830
9678,4230,4962,2019-05-18T16:30:00.000Z,2019-05-18T18:00:00.000Z,18846,street,17468,street,8831
9561,467,505,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,23170,street,25436,street,8832
9839,5049,3302,2019-05-18T18:00:00.000Z,2019-05-18T19:30:00.000Z,11310,street,25632,street,8833
9812,146,670,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,19542,street,16709,street,8834
9498,1722,2170,2019-05-18T14:30:00.000Z,2019-05-18T15:00:00.000Z,17114,street,16911,street,8835
9722,165,328,2019-05-18T17:00:00.000Z,2019-05-18T17:00:00.000Z,17116,street,22383,street,8836
9774,1069,2402,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,19627,street,17119,street,8837
9632,828,1894,2019-05-18T16:30:00.000Z,2019-05-18T16:30:00.000Z,18754,street,22633,street,8838
9573,131,67,2019-05-18T15:30:00.000Z,2019-05-18T16:00:00.000Z,21737,street,16236,street,8839
9848,376,1847,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,16845,street,19845,street,8840
9813,987,1483,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,14085,street,11697,street,8841
9510,129,1,2019-05-18T14:30:00.000Z,2019-05-18T14:30:00.000Z,17644,street,16595,street,8842
9728,799,80,2019-05-18T17:00:00.000Z,2019-05-18T17:30:00.000Z,17241,street,17053,street,8843
9778,1625,5639,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,17492,street,17493,street,8844
9645,227,741,2019-05-18T16:30:00.000Z,2019-05-18T16:30:00.000Z,19244,street,17051,street,8845
9575,2792,1367,2019-05-18T15:30:00.000Z,2019-05-18T16:30:00.000Z,18846,street,21655,street,8846
9851,351,1131,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,20102,street,18552,street,8847
9833,282,769,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,18922,street,18754,street,8848
9503,363,986,2019-05-18T14:30:00.000Z,2019-05-18T14:30:00.000Z,,trail,15037,street,8849
9740,271,481,2019-05-18T17:00:00.000Z,2019-05-18T17:30:00.000Z,16220,street,,trail,8850
9783,162,772,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,11756,street,15809,street,8851
9652,392,1341,2019-05-18T16:30:00.000Z,2019-05-18T16:30:00.000Z,16638,street,21340,street,8852
9559,453,2147,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,17982,street,15359,street,8853
9864,724,1202,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,17119,street,,trail,8854
9840,328,397,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,11281,street,16082,street,8855
9509,24,25,2019-05-18T14:30:00.000Z,2019-05-18T14:30:00.000Z,25415,street,25415,street,8856
9742,271,293,2019-05-18T17:00:00.000Z,2019-05-18T17:30:00.000Z,16742,street,15555,street,8857
9787,527,1820,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,,trail,17607,street,8858
9658,1637,2656,2019-05-18T16:30:00.000Z,2019-05-18T17:00:00.000Z,17051,street,16713,street,8859
9564,199,512,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,19870,street,19563,street,8860
9871,571,1655,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,15823,street,,trail,8861
9846,424,1336,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,18595,street,16220,street,8862
9499,178,222,2019-05-18T14:30:00.000Z,2019-05-18T14:30:00.000Z,16600,street,,trail,8863
9744,1865,1712,2019-05-18T17:00:00.000Z,2019-05-18T18:00:00.000Z,14908,street,14908,street,8864
9791,76,376,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,17116,street,21736,street,8865
9664,1281,5781,2019-05-18T16:30:00.000Z,2019-05-18T17:00:00.000Z,,trail,,trail,8866
9567,362,534,2019-05-18T15:30:00.000Z,2019-05-18T16:00:00.000Z,15469,street,17431,street,8867
9874,731,1669,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,14378,street,16174,street,8868
9881,2773,4376,2019-05-18T18:00:00.000Z,2019-05-18T19:00:00.000Z,14378,street,22529,street,8869
9495,820,2362,2019-05-18T14:30:00.000Z,2019-05-18T14:30:00.000Z,16617,street,16979,street,8870
9709,527,1459,2019-05-18T17:00:00.000Z,2019-05-18T17:00:00.000Z,11310,street,11317,street,8871
9793,17,28,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,17361,street,17361,street,8872
9665,259,848,2019-05-18T16:30:00.000Z,2019-05-18T16:30:00.000Z,17047,street,25846,street,8873
9570,256,131,2019-05-18T15:30:00.000Z,2019-05-18T16:00:00.000Z,18616,street,18616,street,8874
9875,703,1679,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,14378,street,15307,street,8875
9814,963,1353,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,14085,street,19311,street,8876
9497,1728,2276,2019-05-18T14:30:00.000Z,2019-05-18T15:00:00.000Z,17108,street,16911,street,8877
9737,3013,9936,2019-05-18T17:00:00.000Z,2019-05-18T18:00:00.000Z,18375,street,16826,street,8878
9802,213,404,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,16713,street,19542,street,8879
9672,759,3406,2019-05-18T16:30:00.000Z,2019-05-18T17:00:00.000Z,12417,street,19180,street,8880
9577,804,832,2019-05-18T15:30:00.000Z,2019-05-18T16:00:00.000Z,16615,street,17874,street,8881
9826,151,397,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,19777,street,11281,street,8882
9818,110,211,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,17116,street,17246,street,8883
9830,371,609,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,16839,street,15566,street,8884
9845,615,1403,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,15558,street,16615,street,8885
9854,184,231,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,17427,street,16979,street,8886
9856,498,1008,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,19557,street,,trail,8887
9861,617,2385,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,15033,street,19090,street,8888
9862,278,635,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,17607,street,16803,street,8889
9866,315,772,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,17493,street,11282,street,8890
9816,563,1077,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,16186,street,,trail,8891
9817,1946,7412,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,17470,street,,trail,8892
9831,345,581,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,16640,street,16894,street,8893
9847,764,2613,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,16742,street,16909,street,8894
9852,211,307,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,16214,street,16214,street,8895
9857,513,1227,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,21222,street,,trail,8896
9858,417,1652,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,16607,street,17276,street,8897
9879,494,759,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,11173,street,16174,street,8898
9823,221,365,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,21234,street,17513,street,8899
9832,795,2611,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,17709,street,,trail,8900
9841,399,1838,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,15036,street,,trail,8901
9853,325,981,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,16641,street,17594,street,8902
9867,273,1168,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,11506,street,16639,street,8903
9870,934,2240,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,19101,street,11716,street,8904
9878,1263,4254,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,15492,street,20102,street,8905
9822,525,2201,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,17239,street,16589,street,8906
9824,257,551,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,19777,street,11281,street,8907
9825,526,1587,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,20011,street,16901,street,8908
9836,11,14,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,18604,street,18604,street,8909
9844,828,2854,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,17709,street,16909,street,8910
9850,694,2373,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,16207,street,17240,street,8911
9869,892,433,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,17661,street,17660,street,8912
9872,451,1789,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,20102,street,14374,street,8913
9873,435,1428,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,17051,street,20813,street,8914
9877,506,1779,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,11173,street,10919,street,8915
9821,355,929,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,20918,street,17867,street,8916
9676,1230,4901,2019-05-18T16:30:00.000Z,2019-05-18T17:00:00.000Z,17613,street,18754,street,8917
9688,1370,1794,2019-05-18T17:00:00.000Z,2019-05-18T17:00:00.000Z,17660,street,17535,street,8918
9501,545,1944,2019-05-18T14:30:00.000Z,2019-05-18T14:30:00.000Z,16617,street,17709,street,8919
9747,425,1479,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,17148,street,20102,street,8920
9562,1646,2727,2019-05-18T15:30:00.000Z,2019-05-18T16:00:00.000Z,23170,street,16838,street,8921
9588,560,1213,2019-05-18T16:00:00.000Z,2019-05-18T16:00:00.000Z,20014,street,21308,street,8922
9835,295,188,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,16643,street,16894,street,8923
9629,769,2366,2019-05-18T16:30:00.000Z,2019-05-18T16:30:00.000Z,17301,street,,trail,8924
9689,547,1966,2019-05-18T17:00:00.000Z,2019-05-18T17:00:00.000Z,21655,street,17145,street,8925
9500,1961,4328,2019-05-18T14:30:00.000Z,2019-05-18T15:00:00.000Z,15502,street,17398,street,8926
9759,1387,3509,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,17346,street,17051,street,8927
9566,110,206,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,18616,street,18616,street,8928
9615,1365,3679,2019-05-18T16:00:00.000Z,2019-05-18T16:30:00.000Z,17016,street,14378,street,8929
9843,247,1007,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,18604,street,18915,street,8930
9637,1002,2500,2019-05-18T16:30:00.000Z,2019-05-18T16:30:00.000Z,17493,street,11756,street,8931
9697,307,531,2019-05-18T17:00:00.000Z,2019-05-18T17:00:00.000Z,25415,street,16713,street,8932
9507,1005,4969,2019-05-18T14:30:00.000Z,2019-05-18T15:00:00.000Z,17613,street,17874,street,8933
9762,1850,6543,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,,trail,14378,street,8934
9572,706,1385,2019-05-18T15:30:00.000Z,2019-05-18T16:00:00.000Z,16911,street,19627,street,8935
9616,112,75,2019-05-18T16:00:00.000Z,2019-05-18T16:00:00.000Z,17016,street,17016,street,8936
9849,735,3246,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,16601,street,25281,street,8937
9648,232,17,2019-05-18T16:30:00.000Z,2019-05-18T16:30:00.000Z,17095,street,16712,street,8938
9705,4064,14097,2019-05-18T17:00:00.000Z,2019-05-18T18:00:00.000Z,17301,street,16235,street,8939
9516,394,1277,2019-05-18T15:00:00.000Z,2019-05-18T15:00:00.000Z,17186,street,16711,street,8940
9766,1335,3177,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,16220,street,17051,street,8941
9576,456,1870,2019-05-18T15:30:00.000Z,2019-05-18T16:00:00.000Z,25632,street,17615,street,8942
9622,224,977,2019-05-18T16:00:00.000Z,2019-05-18T16:30:00.000Z,17647,street,16640,street,8943
9859,371,1082,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,17051,street,17874,street,8944
9649,276,872,2019-05-18T16:30:00.000Z,2019-05-18T16:30:00.000Z,17249,street,17096,street,8945
9707,941,969,2019-05-18T17:00:00.000Z,2019-05-18T17:30:00.000Z,25415,street,16659,street,8946
9523,492,1284,2019-05-18T15:00:00.000Z,2019-05-18T15:00:00.000Z,18616,street,18754,street,8947
9777,1631,5542,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,13688,street,17493,street,8948
9537,294,397,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,16665,street,17474,street,8949
9624,430,867,2019-05-18T16:00:00.000Z,2019-05-18T16:30:00.000Z,14827,street,25442,street,8950
9863,1640,834,2019-05-18T18:00:00.000Z,2019-05-18T18:30:00.000Z,16632,street,17547,street,8951
9653,896,2992,2019-05-18T16:30:00.000Z,2019-05-18T16:30:00.000Z,16214,street,18375,street,8952
9723,1234,3946,2019-05-18T17:00:00.000Z,2019-05-18T17:30:00.000Z,16714,street,20102,street,8953
9517,1902,1668,2019-05-18T15:00:00.000Z,2019-05-18T15:30:00.000Z,17045,street,25845,street,8954
9785,1095,2750,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,,trail,17051,street,8955
9538,501,2220,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,25552,street,26071,street,8956
9628,783,1974,2019-05-18T16:00:00.000Z,2019-05-18T16:30:00.000Z,17301,street,,trail,8957
9880,2767,4925,2019-05-18T18:00:00.000Z,2019-05-18T19:00:00.000Z,14378,street,22529,street,8958
9673,951,2401,2019-05-18T16:30:00.000Z,2019-05-18T17:00:00.000Z,10919,street,,trail,8959
9732,249,184,2019-05-18T17:00:00.000Z,2019-05-18T17:30:00.000Z,15149,street,21308,street,8960
9518,3494,2824,2019-05-18T15:00:00.000Z,2019-05-18T16:00:00.000Z,15036,street,15036,street,8961
9797,6171,7016,2019-05-18T17:30:00.000Z,2019-05-18T19:30:00.000Z,19743,street,25632,street,8962
9808,1701,761,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,,trail,13455,street,8963
9809,1682,6615,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,,trail,14081,street,8964
9749,373,1256,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,17647,street,16846,street,8965
9751,424,1129,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,16713,street,17867,street,8966
9764,1348,3253,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,17346,street,17051,street,8967
9768,417,2158,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,20393,street,17083,street,8968
9773,563,1718,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,,trail,16632,street,8969
9782,340,594,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,17255,street,15566,street,8970
9792,827,1556,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,,trail,16205,street,8971
9795,332,781,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,11317,street,14202,street,8972
9803,4185,3651,2019-05-18T17:30:00.000Z,2019-05-18T19:00:00.000Z,16659,street,16706,street,8973
9806,488,2141,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,18618,street,20280,street,8974
9810,293,1049,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,17242,street,,trail,8975
9752,1363,3587,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,19544,street,19772,street,8976
9754,981,1377,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,25490,street,,trail,8977
9761,663,3075,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,18407,street,,trail,8978
9767,2519,6191,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,16211,street,13512,street,8979
9771,1307,3102,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,17346,street,17051,street,8980
9786,448,1907,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,16851,street,16824,street,8981
9794,1015,3145,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,19743,street,11311,street,8982
9745,1203,1204,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,15036,street,,trail,8983
9748,310,743,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,15555,street,18595,street,8984
9763,825,3033,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,18754,street,21096,street,8985
9769,1371,3294,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,17806,street,17051,street,8986
9776,835,1192,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,21308,street,,trail,8987
9779,1000,2201,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,19627,street,17119,street,8988
9781,337,797,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,17255,street,15566,street,8989
9789,285,1548,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,,trail,16845,street,8990
9796,1146,3270,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,19543,street,25845,street,8991
9805,811,399,2019-05-18T17:30:00.000Z,2019-05-18T18:00:00.000Z,17535,street,19101,street,8992
9807,95,309,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,17053,street,19564,street,8993
9811,130,249,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,15053,street,17341,street,8994
9750,1502,5018,2019-05-18T17:30:00.000Z,2019-05-18T17:30:00.000Z,18614,street,,trail,8995
9540,538,1356,2019-05-18T15:30:00.000Z,2019-05-18T15:30:00.000Z,21306,street,20562,street,8996
9815,544,1054,2019-05-18T18:00:00.000Z,2019-05-18T18:00:00.000Z,16187,street,,trail,8997
9640,310,884,2019-05-18T16:30:00.000Z,2019-05-18T16:30:00.000Z,19244,street,17051,street,8998
9733,273,712,2019-05-18T17:00:00.000Z,2019-05-18T17:30:00.000Z,15557,street,25506,street,8999
9521,606,1622,2019-05-18T15:00:00.000Z,2019-05-18T15:00:00.000Z,16099,street,17957,street,9000
18123,822,2535,2019-05-23T17:00:00.000Z,2019-05-23T17:30:00.000Z,19245,street,17147,street,17001
17964,189,641,2019-05-23T15:30:00.000Z,2019-05-23T15:30:00.000Z,17605,street,17417,street,17002
18160,230,1155,2019-05-23T17:30:00.000Z,2019-05-23T17:30:00.000Z,14831,street,17183,street,17003
17907,1121,3419,2019-05-23T14:30:00.000Z,2019-05-23T14:30:00.000Z,17613,street,,trail,17004
17861,236,587,2019-05-23T14:00:00.000Z,2019-05-23T14:00:00.000Z,16615,street,17053,street,17005
18130,452,1176,2019-05-23T17:00:00.000Z,2019-05-23T17:30:00.000Z,15472,street,16713,street,17006
17973,584,2024,2019-05-23T15:30:00.000Z,2019-05-23T15:30:00.000Z,16901,street,16838,street,17007
18162,497,926,2019-05-23T17:30:00.000Z,2019-05-23T17:30:00.000Z,17053,street,17361,street,17008
17919,242,511,2019-05-23T14:30:00.000Z,2019-05-23T14:30:00.000Z,17240,street,19245,street,17009
17867,267,623,2019-05-23T14:00:00.000Z,2019-05-23T14:00:00.000Z,17254,street,16838,street,17010
18145,1129,1049,2019-05-23T17:00:00.000Z,2019-05-23T17:30:00.000Z,26107,street,25257,street,17011
